fips,population_v051,area,land_area_km2,pop_km2
08107,25733,6117602765,6117.602765,4.206386224882649
08111,762,1003660616,1003.660616,0.7592207842496432
08113,8191,3332606119,3332.606119,2.457836212116731
08115,2303,1419419130,1419.41913,1.622494689077496
08117,31007,1575590691,1575.5906909999999,19.6796034510209
08119,25083,1442734237,1442.734237,17.385738382529286
08121,4909,6521806798,6521.806798,0.7527055234916513
30065,4651,4840577748,4840.577748,0.9608357188192405
09000,3572665,NA,NA,NA
08123,314305,10323763901,10323.763901,30.444807050416486
08125,10020,6123763482,6123.763481999999,1.6362486940347185
09001,943823,1618651428,1618.651428,583.0921862937374
09007,162682,956493754,956.493754,170.0816124722964
09003,892697,1903543897,1903.543897,468.96580709638346
09005,181111,2384116952,2384.116952,75.96565254404517
09009,857620,1565688367,1565.688367,547.7590675616229
09011,266784,1722716728,1722.7167279999999,154.86237270693061
09013,150921,1062807467,1062.8074669999999,142.0022014203632
09015,117027,1328478475,1328.478475,88.09100200136852
10000,967171,NA,NA,NA
10001,178550,1517232133,1517.232133,117.68139898734928
10003,559335,1104149852,1104.149852,506.57526148905373
10005,229286,2424543661,2424.5436609999997,94.56872387500388
11000,702455,NA,NA,NA
11001,702455,158340391,158.34039099999998,4436.360145150836
12000,21299325,NA,NA,NA
12001,269956,2266324954,2266.3249539999997,119.1161927258204
12003,28355,1515738968,1515.7389679999999,18.70704692471824
12005,185287,1964585684,1964.585684,94.3135244794953
12007,27732,761362115,761.362115,36.42419218613209
12009,596849,2629306677,2629.306677,226.99862485459317
12011,1951260,3116026236,3116.0262359999997,626.2014027535294
12013,14587,1469390185,1469.390185,9.927247472392773
12015,184998,1764058624,1764.058624,104.87066443433571
12017,147929,1507142282,1507.142282,98.15198058387429
12019,216072,1566375291,1566.3752909999998,137.94395330512145
12021,378488,5170431469,5170.431469,73.20240143772806
12023,70503,2065645989,2065.645989,34.13121143479731
12027,37489,1649027555,1649.027555,22.734004587327835
12029,16700,1826212953,1826.212953,9.14460713498181
12031,950181,1975993782,1975.993782,480.8623431184461
12033,315534,1701544502,1701.544502,185.43975760206123
12035,112067,1256519758,1256.519758,89.18841051761639
12037,11736,1411908386,1411.9083859999998,8.312154043683115
12039,45894,1337194435,1337.1944349999999,34.32111202287497
12041,18256,905705530,905.70553,20.15666173529933
12043,13724,2089129695,2089.129695,6.569242700846297
38029,3295,3910146897,3910.1468969999996,0.842679338346096
12045,16164,1433354005,1433.354005,11.277046663709571
12047,14310,1330689567,1330.689567,10.753822946295033
12049,27245,1651329788,1651.329788,16.49882427967199
12051,41556,2994619283,2994.619283,13.876889204550013
12053,190865,1224485109,1224.485109,155.87367996322445
12055,105424,2634768891,2634.7688909999997,40.01261756206154
12057,1436888,2646574869,2646.574869,542.9236167964232
12059,19477,1240232909,1240.2329089999998,15.704308326816058
12061,157413,1302203812,1302.203812,120.88199907680811
12063,48305,2378066187,2378.066187,20.312723112613686
12065,14288,1549012956,1549.012956,9.22393834387012
12067,8732,1407329178,1407.329178,6.2046606696589075
12077,8457,2164099093,2164.099093,3.9078617182341753
12069,356495,2462296203,2462.296203,144.78152529563886
12071,754610,2025413418,2025.4134179999999,372.57085061929814
12073,292502,1727086019,1727.0860189999999,169.36157017202976
12075,40770,2896211042,2896.211042,14.077012831166467
12079,18529,1804001485,1804.001485,10.27105584671955
12081,394855,1924706077,1924.7060769999998,205.15080443630774
12083,359977,4113955311,4113.955311,87.50143664358342
12085,160912,1408397026,1408.3970259999999,114.25187431487804
12086,2761581,4917746437,4917.746437,561.5541661974469
12087,75027,2546027976,2546.027976,29.468254358254548
12089,85832,1680074654,1680.074654,51.08820598873221
12091,207269,2409293012,2409.293012,86.02897155624174
12093,41537,1991328272,1991.328272,20.858941533673963
12095,1380645,2337566033,2337.566033,590.6335823284098
12097,367990,3438755923,3438.7559229999997,107.01253832489583
12101,539630,1933862570,1933.86257,279.04257953552514
12099,1485941,5090938139,5090.938139,291.87960242861635
12109,254261,1555841585,1555.841585,163.42345033797255
12103,975280,709006650,709.0066499999999,1375.5583251581634
12119,128754,1442915229,1442.915229,89.23185327334292
12105,708009,4654624281,4654.624280999999,152.10873257591726
12107,74163,1885167077,1885.1670769999998,39.34027965204063
12111,321128,1480655751,1480.655751,216.88228326072263
12113,179349,2622050626,2622.0506259999997,68.40028114697432
12115,426718,1442282866,1442.282866,295.8629059939203
12117,467832,801344504,801.3445039999999,583.8088333603896
12121,44191,1783342120,1783.34212,24.779877906994088
12123,21623,2702180641,2702.180641,8.002055699724776
12125,14940,630806896,630.8068959999999,23.68395160981246
12127,547538,2852206495,2852.206495,191.9699716552255
12129,32461,1570616088,1570.616088,20.667685915108237
12131,71375,2687739968,2687.739968,26.55576835921056
12133,24880,1514305159,1514.305159,16.429977704381578
13000,10519475,NA,NA,NA
13125,2995,372299246,372.299246,8.044603990414743
13001,18507,1316423274,1316.423274,14.058548162678564
13003,8297,887636792,887.636792,9.347291679184925
38031,3216,1645810424,1645.810424,1.954052516075205
13005,11185,735776071,735.776071,15.201635987968954
13007,3092,885665383,885.6653829999999,3.4911604984791422
13025,18897,1147397684,1147.397684,16.469442342015395
13009,44823,670027544,670.0275439999999,66.89724982410574
13011,18988,601022383,601.022383,31.592833373728112
13013,80809,417082282,417.08228199999996,193.74834052528755
13015,106408,1190154672,1190.154672,89.40686660599019
13017,16787,647813388,647.8133879999999,25.913326755760107
13019,19252,1174239875,1174.239875,16.39528720654287
13021,153095,645938974,645.9389739999999,237.01155397382792
13023,12838,559100774,559.100774,22.96187127081316
13027,15513,1277108810,1277.10881,12.146968119341375
13029,38109,1133250591,1133.250591,33.62804334950486
13031,77296,1750692421,1750.692421,44.15167340237203
13033,22423,2142010511,2142.010511,10.468202599777065
13035,24193,475754781,475.754781,50.85182738289708
13037,6352,726191502,726.191502,8.747004037510756
13061,2887,506093883,506.093883,5.7044751912166465
13039,53677,1632473254,1632.473254,32.88078372400703
13043,10836,629520691,629.5206909999999,17.21309585994212
13045,118121,1292475865,1292.4758649999999,91.39126168518436
13047,67420,419998845,419.99884499999996,160.5242509654997
13049,12968,2020415648,2020.415648,6.41848127281976
13051,289195,1121783898,1121.783898,257.79920759746904
13053,10684,644226250,644.2262499999999,16.584235740161162
13055,24790,811512396,811.512396,30.54790058930905
38041,2514,2932439645,2932.439645,0.8573066471415817
13057,254149,1090599861,1090.599861,233.03597321841215
13059,127330,308774405,308.774405,412.37226252609895
13063,289615,366930141,366.930141,789.2919322754682
13065,6648,2110829174,2110.829174,3.1494732410781054
13067,756865,879964563,879.964563,860.1084996192056
13069,43093,1534043690,1534.04369,28.091116492255836
13071,45592,1416784215,1416.784215,32.17991809712533
13073,154291,751293212,751.2932119999999,205.36722219180655
13075,17162,591237665,591.237665,29.027244060981804
13077,145864,1142008517,1142.008517,127.72584252101511
13079,12318,841521989,841.521989,14.637763672269294
13081,22601,706189044,706.189044,32.004178189997525
38043,2450,3499517648,3499.517648,0.7000964836968869
13083,16226,450605317,450.60531699999996,36.00933985428317
13085,25083,546042248,546.042248,45.936006035928564
13243,6833,1109126228,1109.1262279999999,6.160705452184114
13087,26575,1546667777,1546.667777,17.18209973414349
13089,756558,693405943,693.405943,1091.0751597062674
13091,20705,1284516931,1284.5169309999999,16.118900031843957
13093,13706,1016908429,1016.908429,13.478106394966268
38045,4062,2967974275,2967.974275,1.3686102451140685
13095,91243,851183464,851.183464,107.19545651323885
13097,145331,518246643,518.246643,280.42825161146294
13099,10247,1327626600,1327.6266,7.718284644191371
13101,4000,1088849470,1088.8494699999999,3.673602375909684
13111,25964,1002402372,1002.4023719999999,25.90177430266496
13103,62190,1240066122,1240.066122,50.150551568733206
13105,19120,909338654,909.3386539999999,21.026269933533477
13107,22612,1762672231,1762.672231,12.828249973151134
13109,10721,473694909,473.694909,22.632711047354743
13113,113459,503420082,503.420082,225.3763885406542
13115,97927,1320434486,1320.4344859999999,74.16271010661866
13117,236612,581585477,581.585477,406.839595136589
13119,23023,677438935,677.438935,33.985351019129126
13121,1050114,1364248547,1364.248547,769.7380380644086
13123,30816,1103886887,1103.886887,27.915903669938242
13127,85219,1086631796,1086.631796,78.42490925969555
13129,57685,921598697,921.5986969999999,62.59231939864603
13131,24748,1177152222,1177.152222,21.023619152629863
13133,17698,1004011853,1004.011853,17.62728193608288
38047,1903,2571326089,2571.3260889999997,0.7400850511107618
13135,927781,1115127417,1115.127417,831.9955063933292
13137,45388,716980219,716.9802189999999,63.30439640762252
13139,202148,1017824021,1017.8240209999999,198.60800671749917
13141,8348,1220058034,1220.058034,6.842297470580814
13143,29533,730804585,730.804585,40.411623854275625
13145,34475,1201359255,1201.3592549999998,28.6966615993648
13147,26099,601968095,601.968095,43.356118400261735
13149,11879,766640654,766.6406539999999,15.49487356040996
13249,5236,432287212,432.28721199999995,12.11231758574436
13151,230220,825296434,825.296434,278.9543132813294
13153,155469,973983087,973.983087,159.62186825940233
13155,9398,917795231,917.795231,10.239756846154282
13157,70422,879731646,879.731646,80.04941088591919
13159,14040,954172363,954.1723629999999,14.714322636485754
13161,15029,857073381,857.0733809999999,17.535254662167603
20049,2508,1668636737,1668.6367369999998,1.5030233629573986
13163,15430,1363760603,1363.760603,11.31430250005543
13165,8683,899567326,899.567326,9.652418167086696
13259,6199,1188153055,1188.153055,5.217341296151446
13167,9708,784815229,784.8152289999999,12.369790545947728
13169,28616,1020296440,1020.29644,28.046750805089548
20167,6907,2295402861,2295.402861,3.009057850956473
13171,19000,475264444,475.26444399999997,39.97774342235457
13173,10340,509026287,509.02628699999997,20.313292778924797
16043,13168,4827633119,4827.633119,2.7276306370869436
13175,47325,2090889583,2090.889583,22.633906823572328
13177,29764,921731013,921.731013,32.29141645470489
13179,61497,1337652375,1337.652375,45.97382784148236
13181,7915,544884788,544.884788,14.526006550948162
13183,18998,1037013502,1037.013502,18.319915761328247
13185,116321,1287622180,1287.6221799999998,90.3378349695716
13187,32955,732816473,732.816473,44.97033188280963
13189,21531,666848710,666.84871,32.28768336374228
20187,1987,1762103390,1762.10339,1.1276296335823972
13191,14340,1117201444,1117.201444,12.835643989733331
13193,13143,1037709939,1037.7099389999998,12.665388955092201
20195,2793,2303727353,2303.7273529999998,1.2123830523446497
13195,29650,731225618,731.2256179999999,40.548360547182035
13197,8351,947979449,947.9794489999999,8.80926269953348
20203,2105,1861078197,1861.0781969999998,1.131064779219484
13199,21068,1298162538,1298.162538,16.229092569916695
13201,5686,731471786,731.471786,7.773368855541888
19185,6401,1361013817,1361.013817,4.703111695154819
13205,22192,1326483091,1326.4830909999998,16.7299531751061
13207,27520,1025872449,1025.872449,26.825947052994696
13209,9193,624563060,624.56306,14.719090174817577
13211,18853,899772835,899.772835,20.953066448155216
16063,5360,3111517520,3111.51752,1.7226321129633235
13213,39921,892235150,892.23515,44.74268918905515
31171,720,1846403705,1846.403705,0.3899472244614024
13215,194160,560569943,560.569943,346.3617741631217
13217,109541,709007143,709.0071429999999,154.49914867782934
13219,39272,477412565,477.412565,82.26008881856723
13221,15054,1137166381,1137.166381,13.238168355594395
13223,164044,808831878,808.831878,202.81594291959894
13225,27297,389188326,389.18832599999996,70.13828056086143
13227,31980,601027920,601.02792,53.20884261083911
13229,19389,881758989,881.7589889999999,21.989001804210698
13231,18634,559659547,559.659547,33.29524190176997
29075,6628,1272776755,1272.7767549999999,5.207511823234076
13233,42470,803751986,803.751986,52.839682812304744
13235,11069,645583955,645.583955,17.145717321924458
13237,21809,892721781,892.721781,24.429783684195783
13239,2279,391703077,391.703077,5.818182531152289
13241,16867,958658901,958.6589009999999,17.59437061754252
13245,201554,839976498,839.976498,239.9519516080556
13247,90594,336212812,336.212812,269.45433596385374
13251,13938,1672540369,1672.5403689999998,8.3334311436282
13253,8315,615215134,615.2151339999999,13.515597293482708
19001,7063,1474404193,1474.4041929999999,4.790409599710085
13255,66100,507595644,507.595644,130.2217636840083
13257,26035,463996898,463.996898,56.110288909733185
13261,29733,1250630094,1250.6300939999999,23.774415906547027
13263,6272,1013662793,1013.662793,6.1874619876671355
13265,1608,504031037,504.03103699999997,3.1902797287461486
13267,25391,1245318484,1245.318484,20.389161749565744
13269,8039,975612271,975.612271,8.239953759253199
13271,15876,1132621097,1132.621097,14.017044218981205
13273,8611,869559691,869.5596909999999,9.902712935206653
13283,6809,516529388,516.5293879999999,13.182212199705472
13275,44448,1410531714,1410.531714,31.511521193631243
13277,40571,675731947,675.731947,60.04007976849436
13279,26887,942776960,942.7769599999999,28.518940471349662
13281,11852,431139160,431.13916,27.489964029247542
15005,88,31057603,31.057603,2.8334446801963433
13285,70034,1072274464,1072.2744639999999,65.31350167451158
13287,7912,739222164,739.222164,10.703142282947024
13289,8188,930477275,930.477275,8.799785035050963
13291,24001,834197336,834.197336,28.77136975177298
16000,1754208,NA,NA,NA
13293,26215,837774875,837.774875,31.291222477876293
13295,69410,1156145261,1156.145261,60.035708609802455
13297,93503,846381028,846.381028,110.47388458239402
13299,35680,2328846491,2328.846491,15.32088960688822
13301,5251,736483607,736.483607,7.1298260410567424
13303,20386,1757341882,1757.341882,11.600474676446595
17000,12741080,NA,NA,NA
13305,29808,1662610320,1662.61032,17.928434366989855
48261,442,3777375654,3777.375654,0.11701245533574353
13307,2611,542230980,542.2309799999999,4.8152910776141935
17035,10808,895929073,895.9290729999999,12.06345493824599
13309,7879,765314383,765.314383,10.295115543385782
13311,29970,623522395,623.522395,48.065635236726344
16013,22601,6831709953,6831.709953,3.3082493483311968
13313,104062,752229662,752.229662,138.3380704814589
13315,8812,978525380,978.5253799999999,9.005387269566786
13317,9876,1216001409,1216.001409,8.121701115561784
13319,9036,1163459874,1163.459874,7.766490449674073
16015,7634,4919826454,4919.826454,1.5516807495909286
13321,20299,1478137688,1478.137688,13.732820808774344
15000,1420491,NA,NA,NA
16037,4280,12748378759,12748.378759,0.33572896451467915
15001,200983,10433637868,10433.637868,19.262984065837237
15003,980080,1555453537,1555.4535369999999,630.0927521694273
15007,72133,1605492325,1605.492325,44.92889743337764
15009,167207,3008348862,3008.348862,55.58098733563701
16001,469966,2724688230,2724.6882299999997,172.48432126122557
16003,4250,3529648933,3529.648933,1.2040857548934032
16005,87138,2881323493,2881.323493,30.24235224253593
16007,6050,2527123157,2527.123157,2.3940265765211377
16009,9226,2012242920,2012.24292,4.584933512898135
16011,46236,5422887259,5422.887259,8.526085421242204
16017,44727,4488997480,4488.99748,9.96369461094017
16019,116854,4832871623,4832.871623,24.17899938493773
16021,11948,3285871995,3285.871995,3.6361732953020893
16023,2611,5792473995,5792.473994999999,0.45075731065064545
16025,1127,2782253888,2782.2538879999997,0.4050672747231327
16027,223499,1520436972,1520.436972,146.99655698717118
16029,7060,4569240751,4569.240750999999,1.5451144697190418
16031,23864,6644895771,6644.8957709999995,3.5913279639612274
16033,852,4566524478,4566.524477999999,0.18657515230776786
16035,8758,6364412194,6364.4121939999995,1.3760893752696497
16039,27259,7964417369,7964.417369,3.422598130793665
16041,13726,1717211129,1717.211129,7.993193014066472
19003,3645,1096686268,1096.686268,3.3236488012631886
16045,17634,1449796570,1449.79657,12.163085749333785
16047,15196,1888932879,1888.932879,8.044753823145243
19195,7453,1036314923,1036.314923,7.191829273696564
16049,16513,21956594313,21956.594312999998,0.7520747418566198
16051,29439,2832617275,2832.617275,10.392861845411149
17045,17360,1614558743,1614.5587429999998,10.752163756980133
16053,24015,1547443958,1547.4439579999998,15.519140370704141
16055,161505,3205833878,3205.833878,50.37846817588594
16057,40134,2786483031,2786.4830309999998,14.403102245197202
16059,7961,11819910408,11819.910408,0.6735245636558974
16061,3861,1240141958,1240.141958,3.113353253708718
16065,39304,1215396305,1215.396305,32.33842314503334
16067,20825,1960610464,1960.6104639999999,10.621691754879873
17047,6392,576061989,576.0619889999999,11.096028069993004
16069,40408,2197139820,2197.13982,18.391182769606353
16071,4488,3105269252,3105.269252,1.4452852992085725
16077,7768,3635892392,3635.8923919999997,2.136476870737928
16073,11693,19860561630,19860.56163,0.588754750134425
16075,23551,1053846147,1053.846147,22.3476643787549
17069,3910,459650851,459.650851,8.506456566965
16079,12796,6830898577,6830.898577,1.8732528167062552
16081,11640,1163139950,1163.13995,10.007394209097539
16087,10161,3762870362,3762.8703619999997,2.7003321992202083
16083,86081,4977213734,4977.213734,17.29501777509963
16085,11041,9492607314,9492.607313999999,1.1631156367035622
46061,3376,1125574384,1125.574384,2.9993575262459062
17001,65691,2214804824,2214.804824,29.65994984666875
17003,6060,609996948,609.996948,9.934475934459922
46063,1249,6919333215,6919.333215,0.18050872261685116
17005,16630,985073312,985.073312,16.881992230848297
17007,53577,727171389,727.171389,73.67864139110127
17009,6556,791704469,791.704469,8.280867743844958
17011,32993,2250916543,2250.916543,14.657584752576943
17013,4802,657402921,657.402921,7.304500553017774
17015,14312,1152657063,1152.6570629999999,12.416529130312544
17017,12260,973191108,973.191108,12.597731215604162
17019,209983,2579909092,2579.909092,81.39162757755032
17021,32661,1837575850,1837.57585,17.773960187820276
17023,15596,1298695036,1298.6950359999998,12.008977910654
17025,13253,1212815749,1212.8157489999999,10.927463640645717
17027,37639,1227664369,1227.6643689999999,30.65903104336166
17029,50885,1316459189,1316.459189,38.6529262928788
17031,5180493,2447370818,2447.370818,2116.7585074964313
17033,18807,1148953805,1148.9538049999999,16.368804314112527
17037,104143,1635174009,1635.1740089999998,63.68924617612364
17039,15769,1029654716,1029.654716,15.314842689459406
17041,19479,1079156581,1079.156581,18.050207303512707
17043,928589,848808625,848.808625,1093.9910041559722
17049,34208,1239970330,1239.9703299999999,27.58775687802143
17051,21416,1855715976,1855.715976,11.540559157205855
17071,6709,981059027,981.0590269999999,6.838528381432447
17053,13264,1257690125,1257.6901249999999,10.546317997050348
17055,38701,1059098605,1059.098605,36.54145120887965
17101,15765,963936864,963.9368639999999,16.354805577805976
17057,34844,2242157116,2242.157116,15.540391773330127
17059,5058,836540182,836.540182,6.046332392434916
17061,13044,1406415355,1406.4153549999999,9.274642767249937
17063,50972,1082842942,1082.842942,47.072385128959915
17065,8163,1125696542,1125.696542,7.251510238715826
17067,17844,2055722033,2055.722033,8.68016186700082
17073,49090,2131558653,2131.558653,23.030095808487236
17075,27604,2894067723,2894.0677229999997,9.538132014196822
17077,57419,1512739198,1512.739198,37.956972408670275
17079,9611,1281043664,1281.043664,7.502476511994988
20019,3309,1654694134,1654.6941339999998,1.9997653536130806
17081,37820,1479418967,1479.4189669999998,25.564090256793364
17083,21847,956445338,956.445338,22.84186992398723
46089,2407,2943892839,2943.8928389999996,0.8176248700742875
17085,21366,1556339128,1556.3391279999998,13.728370388950346
17087,12456,890762652,890.762652,13.983522964319343
17107,28925,1600795502,1600.795502,18.069141226260143
17089,534216,1345134059,1345.134059,397.1470326140928
17091,110024,1752121058,1752.121058,62.79474782729311
17093,127915,829468028,829.468028,154.2132977788506
17095,50112,1855569287,1855.5692869999998,27.006267214639454
17097,700832,1149803084,1149.803084,609.5234999387078
17099,109430,2940116335,2940.1163349999997,37.219615665310066
17103,34223,1877336056,1877.3360559999999,18.229554527876175
17105,35761,2702980759,2702.980759,13.230208865130882
17109,29955,1526558588,1526.5585879999999,19.622568197166373
17111,308570,1562818741,1562.8187409999998,197.44452245469972
17113,172828,3064559693,3064.5596929999997,56.39570356380068
17115,104712,1503684098,1503.684098,69.63696705928722
17117,45313,2234952036,2234.9520359999997,20.274708034047496
17119,264461,1854559319,1854.559319,142.6004535366388
17121,37620,1482641176,1482.6411759999999,25.37363767374555
17123,11534,1001866831,1001.8668309999999,11.512508093004229
17151,4212,955109665,955.109665,4.409964797079088
17125,13565,1396795583,1396.7955829999999,9.711514100628426
17127,14080,614391204,614.391204,22.916994755673617
17129,12288,814394259,814.3942589999999,15.08851500879748
17131,15601,1453497670,1453.49767,10.733419338745827
17133,34335,997908512,997.908512,34.40696174761159
17135,28601,1822450014,1822.450014,15.69370889752151
17137,33976,1473180230,1473.18023,23.063030108678557
17139,14717,870123798,870.123798,16.9136851949428
17171,4926,649861225,649.861225,7.5800798855170965
17141,50923,1964742119,1964.742119,25.9184141814593
17143,180621,1602352656,1602.352656,112.72237688979747
17145,21174,1144157907,1144.157907,18.506186838771722
17147,16396,1137399517,1137.399517,14.415339337619923
17149,15611,2153325386,2153.325386,7.249717159095435
17153,5463,515887463,515.887463,10.589518823022841
17155,5740,414659150,414.65914999999995,13.84269465656311
17157,32106,1490060417,1490.060417,21.546777321043354
17159,15763,932537547,932.5375469999999,16.903340836741666
17161,143477,1106960127,1106.960127,129.61352130075412
17163,261059,1703509128,1703.509128,153.2477846517298
17165,23906,983905217,983.905217,24.297055841304683
17167,195348,2248877362,2248.8773619999997,86.86467448196939
17169,6907,1132511778,1132.511778,6.098832819379297
17173,21741,1964543080,1964.54308,11.066695467935476
17175,5427,745984521,745.984521,7.274949877947937
17181,16841,1070856127,1070.856127,15.726669134517637
17177,44753,1462219648,1462.219648,30.606208897009704
17179,132328,1674222062,1674.2220619999998,79.03849973277919
17183,76806,2326560311,2326.5603109999997,33.01268384785062
17185,11549,578264185,578.264185,19.97184037949713
17187,17032,1404747944,1404.747944,12.124595072552033
17189,13995,1457059688,1457.0596879999998,9.604959985688659
17191,16332,1848948304,1848.948304,8.833129603822606
17193,13665,1281491812,1281.491812,10.663353344937331
17195,55626,1772158753,1772.158753,31.388835738239305
19135,7790,1123320775,1123.320775,6.934795628612852
