"","fips","cdc_county","cdc_state","cancer_incidence_count","cancer_age_adjusted_rate","cancer_crude_rate"
"2679","51111","Lunenburg County","Virginia",443,483.3,711.7
"2680","51680","Lynchburg City","Virginia",1764,441.1,449.5
"2681","51113","Madison County","Virginia",427,443.5,652.9
"2682","51700","Newport News City","Virginia",4111,457.3,454.5
"2683","51683","Manassas City","Virginia",679,400.7,330
"2684","51690","Martinsville City","Virginia",436,470.2,654.4
"2685","51149","Prince George County","Virginia",956,476.1,509
"2686","51117","Mecklenburg County","Virginia",1121,450.4,719.5
"2687","51119","Middlesex County","Virginia",466,456.3,867.5
"2688","51121","Montgomery County","Virginia",1560,361.7,321.3
"2689","51125","Nelson County","Virginia",617,521.2,831.8
"2690","51685","Manassas Park City","Virginia",207,354.4,260.6
"2691","51153","Prince William County","Virginia",6681,361.9,300.8
"2692","51161","Roanoke County","Virginia",2874,440.2,616.6
"2693","51750","Radford City","Virginia",246,405.3,286.2
"2694","51199","York County","Virginia",1631,422.6,488.1
"2695","51197","Wythe County","Virginia",911,438.3,625.4
"2696","51195","Wise County","Virginia",857,347.4,428.5
"2697","51840","Winchester City","Virginia",637,408.7,466.1
"2698","51830","Williamsburg City","Virginia",328,443.5,445.9
"2699","51193","Westmoreland County","Virginia",675,480.2,769.6
"2700","51820","Waynesboro City","Virginia",723,520.9,676.7
"2701","51191","Washington County","Virginia",1293,329.3,473.6
"2702","51187","Warren County","Virginia",973,425.4,503.5
"2703","51810","Virginia Beach City","Virginia",10754,464.4,479
"2704","51999","Unknown","Virginia",123,NA,NA
"2705","51185","Tazewell County","Virginia",1010,333.6,466.2
"2706","51183","Sussex County","Virginia",403,538.3,688.7
"2707","51181","Surry County","Virginia",244,494.8,725.2
"2708","51155","Pulaski County","Virginia",1057,411.4,613.8
"2709","51800","Suffolk City","Virginia",2229,467.6,512.1
"2710","51179","Stafford County","Virginia",2752,449.1,397.4
"2711","51177","Spotsylvania County","Virginia",3068,457.4,476.7
"2712","51175","Southampton County","Virginia",610,476.5,668.9
"2713","51173","Smyth County","Virginia",858,378.1,543.9
"2714","51171","Shenandoah County","Virginia",1297,421.5,607.3
"2715","51169","Scott County","Virginia",457,265.6,406.1
"2716","51775","Salem City","Virginia",782,468.4,616.2
"2717","51167","Russell County","Virginia",599,305.1,427.9
"2718","51165","Rockingham County","Virginia",2327,458.1,596.4
"2719","51163","Rockbridge County","Virginia",773,434,690.7
"2720","51770","Roanoke City","Virginia",2705,457.8,545.2
"2721","51159","Richmond County","Virginia",291,444.2,653.8
"2722","51760","Richmond City","Virginia",5064,457.8,465.3
"2723","51157","Rappahannock County","Virginia",215,373.9,583
"2724","51790","Staunton City","Virginia",892,516.6,739.4
"2725","51103","Lancaster County","Virginia",469,402.5,859.3
"2726","51141","Patrick County","Virginia",470,315.6,519.6
"2727","51101","King William County","Virginia",505,522.3,624.1
"2728","51580","Covington City","Virginia",190,472.4,662.3
"2729","51570","Colonial Heights City","Virginia",596,494,681.5
"2730","51043","Clarke County","Virginia",414,423.7,579.9
"2731","51041","Chesterfield County","Virginia",8210,452.1,495.1
"2732","51550","Chesapeake City","Virginia",5349,443.2,459.2
"2733","51540","Charlottesville City","Virginia",822,420.7,358.9
"2734","51037","Charlotte County","Virginia",427,478.7,698.2
"2735","51036","Charles City County","Virginia",259,452.4,735.1
"2736","51035","Carroll County","Virginia",804,355.1,539.4
"2737","51033","Caroline County","Virginia",886,498.9,598.9
"2738","51031","Campbell County","Virginia",1583,426.6,574.4
"2739","51530","Buena Vista City","Virginia",212,506.9,644.3
"2740","51029","Buckingham County","Virginia",482,420,565.4
"2741","51027","Buchanan County","Virginia",429,266,371.9
"2742","51047","Culpeper County","Virginia",1235,445.4,503
"2743","51025","Brunswick County","Virginia",591,500.5,712.3
"2744","51023","Botetourt County","Virginia",1007,420.4,607.8
"2745","51021","Bland County","Virginia",196,413.7,594.5
"2746","51917","Bedford City and County","Virginia",2362,434.6,614.5
"2747","51017","Bath County","Virginia",167,441.7,737.8
"2748","51015","Augusta County","Virginia",2469,477.9,666.6
"2749","51013","Arlington County","Virginia",3535,359.4,311.6
"2750","51011","Appomattox County","Virginia",455,430.7,591.9
"2751","51009","Amherst County","Virginia",935,419.3,584.6
"2752","51007","Amelia County","Virginia",389,443,610.3
"2753","51005","Alleghany Cnty and Clifton Forge Cty","Virginia",567,469.6,723.7
"2754","51510","Alexandria City","Virginia",2443,337,321
"2755","51003","Albemarle County","Virginia",2700,424.5,519.9
"2756","51001","Accomack County","Virginia",1153,467.5,699.1
"2757","51097","King and Queen County","Virginia",255,503.3,723.1
"2758","51520","Bristol City","Virginia",311,261.4,360.4
"2759","51049","Cumberland County","Virginia",314,446,640.7
"2760","51045","Craig County","Virginia",160,414.4,621.8
"2761","51051","Dickenson County","Virginia",414,391.8,538.8
"2762","51590","Danville City","Virginia",1322,452.3,626.1
"2763","51079","Greene County","Virginia",458,400.8,480.7
"2764","51081","Greensville County","Virginia",348,479.7,599.3
"2765","51083","Halifax County with South Boston City","Virginia",1170,438.7,663.6
"2766","51650","Hampton City","Virginia",3615,471,528.7
"2767","51085","Hanover County","Virginia",3000,470.1,587.6
"2768","51075","Goochland County","Virginia",798,508.6,729.9
"2769","51660","Harrisonburg City","Virginia",736,386.7,280.4
"2770","51089","Henry County","Virginia",1635,410.6,624.8
"2771","51091","Highland County","Virginia",101,496,911.1
"2772","51670","Hopewell City","Virginia",671,508.6,602
"2773","51093","Isle of Wight County","Virginia",1035,429.1,577.4
"2774","51095","James City County","Virginia",2527,460.4,703.8
"2775","51099","King George County","Virginia",555,438.4,440.1
"2776","51087","Henrico County","Virginia",8088,446.5,502.9
"2777","51073","Gloucester County","Virginia",1312,523.2,710.3
"2778","51077","Grayson County","Virginia",479,388.9,614
"2779","51640","Galax City","Virginia",212,446.7,620.4
"2780","51053","Dinwiddie County","Virginia",810,462.4,578
"2781","51595","Emporia City","Virginia",157,442.9,560.6
"2782","51057","Essex County","Virginia",381,479,686.3
"2783","51071","Giles County","Virginia",511,422.2,604.6
"2784","51059","Fairfax County","Virginia",20146,345.1,354.5
"2785","51610","Falls Church City","Virginia",253,363,373.4
"2786","51600","Fairfax City","Virginia",508,386.8,435.3
"2787","51063","Floyd County","Virginia",435,389,560.2
"2788","51065","Fluvanna County","Virginia",800,465.1,615.5
"2789","51620","Franklin City","Virginia",282,527.8,671.8
"2790","51067","Franklin County","Virginia",1700,414,604.5
"2791","51069","Frederick County","Virginia",2008,403.5,486.6
"2792","51630","Fredericksburg City","Virginia",593,497.9,425.1
"2793","51061","Fauquier County","Virginia",1677,412.5,494.5
"2794","50017","Orange County","Vermont",849,435.7,587.8
"2795","50027","Windsor County","Vermont",1923,462,690.7
"2796","50025","Windham County","Vermont",1396,448.1,641.1
"2797","50023","Washington County","Vermont",1732,444.5,588
"2798","50021","Rutland County","Vermont",2038,475.5,679.2
"2799","50019","Orleans County","Vermont",919,464.3,680.4
"2800","50015","Lamoille County","Vermont",676,443.3,538.5
"2801","50999","Unknown","Vermont",NA,NA,NA
"2802","50011","Franklin County","Vermont",1256,442.8,516.2
"2803","50009","Essex County","Vermont",229,489.5,738.5
"2804","50007","Chittenden County","Vermont",3986,458.7,497.6
"2805","50005","Caledonia County","Vermont",901,435,586.1
"2806","50003","Bennington County","Vermont",1261,467.4,695.6
"2807","50001","Addison County","Vermont",993,413.7,539.3
"2808","50013","Grand Isle County","Vermont",224,481.4,645.2
"2809","53045","Mason County","Washington",2236,482.2,733.6
"2810","53047","Okanogan County","Washington",1353,458.9,655.7
"2811","53049","Pacific County","Washington",815,428,786.3
"2812","53051","Pend Oreille County","Washington",410,388.4,631
"2813","53053","Pierce County","Washington",21000,481.4,504.8
"2814","53055","San Juan County","Washington",617,401.8,769
"2815","53057","Skagit County","Washington",3782,468.8,629.6
"2816","53059","Skamania County","Washington",278,353,489
"2817","53067","Thurston County","Washington",7466,474.6,562.5
"2818","53063","Spokane County","Washington",11710,419.6,483.3
"2819","53065","Stevens County","Washington",1214,380,556.8
"2820","53043","Lincoln County","Washington",310,362.5,601.1
"2821","53069","Wahkiakum County","Washington",155,422.2,765.1
"2822","53071","Walla Walla County","Washington",1602,436.6,537.4
"2823","53073","Whatcom County","Washington",5791,473.4,553
"2824","53075","Whitman County","Washington",590,316.7,249.5
"2825","53077","Yakima County","Washington",4780,383.7,386.2
"2826","53061","Snohomish County","Washington",19134,479.2,504.9
"2827","53041","Lewis County","Washington",2282,430.1,604.8
"2828","53999","Unknown","Washington",79,NA,NA
"2829","53037","Kittitas County","Washington",853,357.5,398.5
"2830","53039","Klickitat County","Washington",657,410.4,627.6
"2831","53003","Asotin County","Washington",609,367.5,550.3
"2832","53005","Benton County","Washington",4329,429,462.1
"2833","53007","Chelan County","Washington",2188,460.3,587.1
"2834","53009","Clallam County","Washington",3144,496.2,865
"2835","53011","Clark County","Washington",10630,429.7,472.6
"2836","53013","Columbia County","Washington",154,457.8,772.9
"2837","53015","Cowlitz County","Washington",3105,462.8,605.6
"2838","53017","Douglas County","Washington",1084,447.9,541.4
"2839","53001","Adams County","Washington",296,352.2,309
"2840","53021","Franklin County","Washington",1219,368.5,277.5
"2841","53023","Garfield County","Washington",51,255.3,458.2
"2842","53025","Grant County","Washington",2039,437.1,440
"2843","53027","Grays Harbor County","Washington",2547,503.9,714.7
"2844","53029","Island County","Washington",2830,474,712
"2845","53031","Jefferson County","Washington",1505,490.7,995.6
"2846","53033","King County","Washington",48303,444.6,464
"2847","53019","Ferry County","Washington",177,299.5,466.9
"2848","53035","Kitsap County","Washington",7740,492.8,603.6
"2849","55105","Rock County","Wisconsin",4672,486.8,581.2
"2850","55103","Richland County","Wisconsin",533,409.2,602.8
"2851","55101","Racine County","Wisconsin",5941,508.9,609.9
"2852","55099","Price County","Wisconsin",581,502.5,851.5
"2853","55097","Portage County","Wisconsin",1598,402.9,454.2
"2854","55095","Polk County","Wisconsin",1227,402.9,566.2
"2855","55093","Pierce County","Wisconsin",712,319,347.4
"2856","55085","Oneida County","Wisconsin",1569,532.4,885.6
"2857","55089","Ozaukee County","Wisconsin",2735,469.5,624.8
"2858","55087","Outagamie County","Wisconsin",4546,452.6,499.9
"2859","55083","Oconto County","Wisconsin",1238,476.4,661.4
"2860","55081","Monroe County","Wisconsin",1230,451.1,544.5
"2861","55079","Milwaukee County","Wisconsin",24529,499,512.5
"2862","55078","Menominee County","Wisconsin",95,411.5,426.7
"2863","55107","Rusk County","Wisconsin",522,469.6,733.1
"2864","55091","Pepin County","Wisconsin",200,364.7,547.5
"2865","55111","Sauk County","Wisconsin",1815,452.2,575.9
"2866","55125","Vilas County","Wisconsin",1148,562.8,1073.5
"2867","55141","Wood County","Wisconsin",2308,454.4,626.6
"2868","55077","Marquette County","Wisconsin",589,484.4,777.5
"2869","55139","Winnebago County","Wisconsin",4615,469.1,545.6
"2870","55137","Waushara County","Wisconsin",772,399.4,638.5
"2871","55135","Waupaca County","Wisconsin",1629,446.3,629.1
"2872","55133","Waukesha County","Wisconsin",12261,478.7,620.6
"2873","55131","Washington County","Wisconsin",4005,478.5,600
"2874","55129","Washburn County","Wisconsin",646,500.5,825.2
"2875","55127","Walworth County","Wisconsin",3094,501.3,601.4
"2876","55123","Vernon County","Wisconsin",909,451.3,601.4
"2877","55999","Unknown","Wisconsin",78,NA,NA
"2878","55121","Trempealeau County","Wisconsin",831,439.1,563.8
"2879","55119","Taylor County","Wisconsin",555,414.8,545.4
"2880","55109","St. Croix County","Wisconsin",1690,379.4,391.2
"2881","55117","Sheboygan County","Wisconsin",3423,473.4,595.4
"2882","55115","Shawano County","Wisconsin",1324,449.2,641.9
"2883","55113","Sawyer County","Wisconsin",632,472.8,770.4
"2884","55075","Marinette County","Wisconsin",1592,500.6,778.1
"2885","55031","Douglas County","Wisconsin",1335,479.8,612.5
"2886","55071","Manitowoc County","Wisconsin",2560,465.8,640.1
"2887","55029","Door County","Wisconsin",1142,474.3,832
"2888","55027","Dodge County","Wisconsin",2393,431.2,544.4
"2889","55025","Dane County","Wisconsin",11719,452.1,454.1
"2890","55023","Crawford County","Wisconsin",537,445.9,656
"2891","55021","Columbia County","Wisconsin",1747,487.5,617
"2892","55019","Clark County","Wisconsin",957,463.3,555.3
"2893","55017","Chippewa County","Wisconsin",1926,486.8,608.6
"2894","55015","Calumet County","Wisconsin",1224,443.5,493
"2895","55013","Burnett County","Wisconsin",617,457.7,810
"2896","55011","Buffalo County","Wisconsin",401,409.1,604
"2897","55009","Brown County","Wisconsin",6432,462.4,502.2
"2898","55005","Barron County","Wisconsin",1446,447.8,636.2
"2899","55003","Ashland County","Wisconsin",523,497.7,660.1
"2900","55001","Adams County","Wisconsin",922,494.3,912.8
"2901","55073","Marathon County","Wisconsin",3785,452.4,560.6
"2902","55033","Dunn County","Wisconsin",968,402,439.2
"2903","55035","Eau Claire County","Wisconsin",2492,447.1,489.5
"2904","55007","Bayfield County","Wisconsin",529,412.2,704.6
"2905","55039","Fond du Lac County","Wisconsin",3121,479.7,612.3
"2906","55037","Florence County","Wisconsin",148,411.1,679.6
"2907","55069","Lincoln County","Wisconsin",973,459.8,692
"2908","55067","Langlade County","Wisconsin",709,471.3,735.3
"2909","55063","La Crosse County","Wisconsin",2919,439.3,498
"2910","55061","Kewaunee County","Wisconsin",606,439.6,594.4
"2911","55059","Kenosha County","Wisconsin",4411,489.7,526.3
"2912","55057","Juneau County","Wisconsin",897,481.2,677.9
"2913","55065","Lafayette County","Wisconsin",461,426,549.9
"2914","55053","Jackson County","Wisconsin",546,402.3,532.1
"2915","55051","Iron County","Wisconsin",259,448.1,894.4
"2916","55049","Iowa County","Wisconsin",659,441.1,559.7
"2917","55047","Green Lake County","Wisconsin",549,397.6,584.2
"2918","55045","Green County","Wisconsin",1000,421.1,542.7
"2919","55055","Jefferson County","Wisconsin",2200,438,520.8
"2920","55043","Grant County","Wisconsin",1468,475.5,569.9
"2921","55041","Forest County","Wisconsin",375,523.1,826.6
"2922","54079","Putnam County","West Virginia",1720,482.6,608
"2923","54077","Preston County","West Virginia",1002,441.5,592.8
"2924","54075","Pocahontas County","West Virginia",305,436.7,707.5
"2925","54073","Pleasants County","West Virginia",240,477.6,637.3
"2926","54067","Nicholas County","West Virginia",808,447.3,627.9
"2927","54069","Ohio County","West Virginia",1422,458.8,656.9
"2928","54065","Morgan County","West Virginia",563,419.1,645.1
"2929","54063","Monroe County","West Virginia",478,464,706.2
"2930","54081","Raleigh County","West Virginia",2511,477.8,644.5
"2931","54061","Monongalia County","West Virginia",2037,431.4,396.3
"2932","54071","Pendleton County","West Virginia",261,432.5,721.7
"2933","54083","Randolph County","West Virginia",886,436,605.3
"2934","54097","Upshur County","West Virginia",751,460.7,610.6
"2935","54087","Roane County","West Virginia",510,499,704.7
"2936","54089","Summers County","West Virginia",382,370.7,571.1
"2937","54091","Taylor County","West Virginia",483,416.7,568.8
"2938","54093","Tucker County","West Virginia",286,520.4,809.3
"2939","54095","Tyler County","West Virginia",287,419.9,638
"2940","54999","Unknown","West Virginia",NA,NA,NA
"2941","54099","Wayne County","West Virginia",1299,465.3,627.5
"2942","54101","Webster County","West Virginia",353,545,806
"2943","54103","Wetzel County","West Virginia",572,480.7,716
"2944","54105","Wirt County","West Virginia",204,517.8,704
"2945","54107","Wood County","West Virginia",2764,474.7,640.5
"2946","54109","Wyoming County","West Virginia",662,430.3,587.7
"2947","54059","Mingo County","West Virginia",903,565.7,706.7
"2948","54085","Ritchie County","West Virginia",339,463.6,671.3
"2949","54057","Mineral County","West Virginia",851,441.8,617.8
"2950","54043","Lincoln County","West Virginia",715,515.5,668.2
"2951","54047","McDowell County","West Virginia",672,472.5,662.8
"2952","54055","Mercer County","West Virginia",2068,478.4,672.7
"2953","54003","Berkeley County","West Virginia",2999,494.5,545.3
"2954","54005","Boone County","West Virginia",832,541.3,704
"2955","54007","Braxton County","West Virginia",461,441.5,640.8
"2956","54009","Brooke County","West Virginia",834,489.5,715.4
"2957","54011","Cabell County","West Virginia",3137,523.9,650.3
"2958","54013","Calhoun County","West Virginia",239,415.1,636.7
"2959","54015","Clay County","West Virginia",342,569.1,760.9
"2960","54017","Doddridge County","West Virginia",199,325,467.3
"2961","54019","Fayette County","West Virginia",1562,501.9,693.2
"2962","54021","Gilmer County","West Virginia",250,494.8,591.6
"2963","54023","Grant County","West Virginia",324,372.1,553.7
"2964","54001","Barbour County","West Virginia",480,430.4,569.2
"2965","54027","Hampshire County","West Virginia",758,463.9,646.4
"2966","54025","Greenbrier County","West Virginia",1306,502.7,733
"2967","54051","Marshall County","West Virginia",1044,448.5,645.9
"2968","54049","Marion County","West Virginia",1892,504.6,667.9
"2969","54045","Logan County","West Virginia",1329,563,757.2
"2970","54041","Lewis County","West Virginia",607,523.4,739.5
"2971","54053","Mason County","West Virginia",893,473.1,659.6
"2972","54037","Jefferson County","West Virginia",1455,454.6,526.1
"2973","54035","Jackson County","West Virginia",951,469.6,651.8
"2974","54033","Harrison County","West Virginia",2261,488.3,658.3
"2975","54031","Hardy County","West Virginia",385,394.5,556.5
"2976","54029","Hancock County","West Virginia",1087,488.2,721.8
"2977","54039","Kanawha County","West Virginia",6302,488.9,664.8
"2978","56027","Niobrara County","Wyoming",58,304.5,464.9
"2979","56029","Park County","Wyoming",880,418.3,603.8
"2980","56031","Platte County","Wyoming",236,351.3,540.2
"2981","56033","Sheridan County","Wyoming",827,405.6,554.5
"2982","56037","Sweetwater County","Wyoming",812,387.8,362.3
"2983","56039","Teton County","Wyoming",492,420.4,435.2
"2984","56041","Uinta County","Wyoming",389,373.6,373
"2985","56999","Unknown","Wyoming",NA,NA,NA
"2986","56025","Natrona County","Wyoming",1853,415.4,458.5
"2987","56035","Sublette County","Wyoming",180,301.1,353.9
"2988","56023","Lincoln County","Wyoming",388,353,418.9
"2989","56011","Crook County","Wyoming",174,343.4,477.1
"2990","56019","Johnson County","Wyoming",240,379.2,558.5
"2991","56017","Hot Springs County","Wyoming",172,446.5,721.4
"2992","56015","Goshen County","Wyoming",338,339.3,499.6
"2993","56013","Fremont County","Wyoming",1021,406.2,503
"2994","56009","Converse County","Wyoming",363,434.8,510.9
"2995","56007","Carbon County","Wyoming",357,386.9,452.6
"2996","56005","Campbell County","Wyoming",742,370.9,306.4
"2997","56003","Big Horn County","Wyoming",325,384.8,546.6
"2998","56001","Albany County","Wyoming",590,378.1,312.6
"2999","56043","Washakie County","Wyoming",221,384.2,531
"3000","56021","Laramie County","Wyoming",2328,430,483.5
"3001","56045","Weston County","Wyoming",202,403.9,565.3
