"","fips","cdc_county","cdc_state","cancer_incidence_count","cancer_age_adjusted_rate","cancer_crude_rate"
"2176","45073","Oconee County","South Carolina",2497,446.3,662.5
"2177","45075","Orangeburg County","South Carolina",2475,429.1,550.6
"2178","45079","Richland County","South Carolina",8703,452,433.8
"2179","45081","Saluda County","South Carolina",566,430,562.7
"2180","45083","Spartanburg County","South Carolina",8214,474.3,558.7
"2181","45085","Sumter County","South Carolina",2985,486.1,554.9
"2182","45087","Union County","South Carolina",996,509.8,713.9
"2183","45999","Unknown","South Carolina",215,NA,NA
"2184","45089","Williamsburg County","South Carolina",1024,467.5,625.5
"2185","45091","York County","South Carolina",6182,463.7,504.2
"2186","45049","Hampton County","South Carolina",522,412.6,514.4
"2187","45047","Greenwood County","South Carolina",1912,440.9,547
"2188","45077","Pickens County","South Carolina",3322,478.2,550.5
"2189","45043","Georgetown County","South Carolina",2226,463,732.7
"2190","45045","Greenville County","South Carolina",12717,464.9,527.4
"2191","45001","Abbeville County","South Carolina",764,444,614.9
"2192","45003","Aiken County","South Carolina",4340,411,527.2
"2193","45005","Allendale County","South Carolina",245,388.2,510.5
"2194","45009","Bamberg County","South Carolina",446,432.3,590.4
"2195","45011","Barnwell County","South Carolina",566,412.8,514.8
"2196","45013","Beaufort County","South Carolina",5622,418,640.9
"2197","45015","Berkeley County","South Carolina",4703,463.4,473
"2198","45017","Calhoun County","South Carolina",484,445.6,652.2
"2199","45019","Charleston County","South Carolina",10128,462.2,532.3
"2200","45007","Anderson County","South Carolina",5740,472.3,597.2
"2201","45023","Chester County","South Carolina",1099,513.4,676.3
"2202","45021","Cherokee County","South Carolina",1591,472.6,565.3
"2203","45039","Fairfield County","South Carolina",722,441.3,627.1
"2204","45041","Florence County","South Carolina",3850,471.1,556.3
"2205","45035","Dorchester County","South Carolina",3597,469.1,482.7
"2206","45037","Edgefield County","South Carolina",689,399.5,518.4
"2207","45031","Darlington County","South Carolina",2022,464.4,596.9
"2208","45029","Colleton County","South Carolina",1196,464.6,634.8
"2209","45027","Clarendon County","South Carolina",1128,464.3,659.4
"2210","45025","Chesterfield County","South Carolina",1297,439.9,562
"2211","45033","Dillon County","South Carolina",823,440.6,526.8
"2212","46097","Miner County","South Dakota",98,569.8,863.9
"2213","46095","Mellette County","South Dakota",53,492.5,516
"2214","46093","Meade County","South Dakota",596,412.5,447.6
"2215","46089","McPherson County","South Dakota",94,455.1,777.5
"2216","46087","McCook County","South Dakota",193,548.4,698.5
"2217","46091","Marshall County","South Dakota",128,390.5,541.8
"2218","46077","Kingsbury County","South Dakota",223,597.8,882.1
"2219","46083","Lincoln County","South Dakota",994,416.8,386.1
"2220","46081","Lawrence County","South Dakota",629,382.9,507
"2221","46079","Lake County","South Dakota",347,421.7,571.8
"2222","46075","Jones County","South Dakota",35,498.1,733
"2223","46073","Jerauld County","South Dakota",70,411.5,686.7
"2224","46099","Minnehaha County","South Dakota",4837,536.4,534.8
"2225","46085","Lyman County","South Dakota",98,440.2,508.1
"2226","46101","Moody County","South Dakota",162,387.6,500.6
"2227","46125","Turner County","South Dakota",282,485.9,684.6
"2228","46105","Perkins County","South Dakota",75,346.4,500.2
"2229","46071","Jackson County","South Dakota",59,351.6,363.1
"2230","46135","Yankton County","South Dakota",568,387.1,501.7
"2231","46129","Walworth County","South Dakota",152,346.5,554.5
"2232","46999","Unknown","South Dakota",NA,NA,NA
"2233","46127","Union County","South Dakota",480,535.8,645
"2234","46137","Ziebach County","South Dakota",16,130.1,111.8
"2235","46103","Pennington County","South Dakota",2624,418.1,490.8
"2236","46121","Todd County","South Dakota",124,395.8,248.4
"2237","46117","Stanley County","South Dakota",101,492,676.3
"2238","46115","Spink County","South Dakota",228,511.4,699
"2239","46113","Shannon County","South Dakota",193,413.4,271.3
"2240","46111","Sanborn County","South Dakota",73,461,624.1
"2241","46109","Roberts County","South Dakota",254,402.9,495.2
"2242","46107","Potter County","South Dakota",108,533,933.6
"2243","46119","Sully County","South Dakota",33,345.3,464.7
"2244","46069","Hyde County","South Dakota",54,516.6,779.3
"2245","46123","Tripp County","South Dakota",189,432.7,688.3
"2246","46065","Hughes County","South Dakota",489,460.2,558
"2247","46067","Hutchinson County","South Dakota",239,426.8,658.8
"2248","46003","Aurora County","South Dakota",95,508.4,692.6
"2249","46005","Beadle County","South Dakota",548,488.5,604.9
"2250","46007","Bennett County","South Dakota",70,431.8,407.1
"2251","46009","Bon Homme County","South Dakota",195,388.4,558.7
"2252","46013","Brown County","South Dakota",1074,460.4,560.6
"2253","46015","Brule County","South Dakota",159,464,602.8
"2254","46017","Buffalo County","South Dakota",31,398.6,302.3
"2255","46019","Butte County","South Dakota",292,429.1,571.7
"2256","46021","Campbell County","South Dakota",49,411.1,701.7
"2257","46023","Charles Mix County","South Dakota",298,511.9,642.8
"2258","46025","Clark County","South Dakota",115,442,634.6
"2259","46027","Clay County","South Dakota",292,492.7,419.6
"2260","46029","Codington County","South Dakota",807,472.9,579.3
"2261","46031","Corson County","South Dakota",55,288.4,265
"2262","46011","Brookings County","South Dakota",734,510.2,439.7
"2263","46035","Davison County","South Dakota",619,496.4,626.5
"2264","46033","Custer County","South Dakota",262,373.9,620.6
"2265","46063","Harding County","South Dakota",26,351.1,409.8
"2266","46061","Hanson County","South Dakota",98,572.8,577.3
"2267","46059","Hand County","South Dakota",111,429.1,666.5
"2268","46055","Haakon County","South Dakota",87,542,927.4
"2269","46053","Gregory County","South Dakota",165,494,783.5
"2270","46051","Grant County","South Dakota",241,462.5,672.2
"2271","46057","Hamlin County","South Dakota",154,448.4,521.9
"2272","46047","Fall River County","South Dakota",288,489.5,842.1
"2273","46045","Edmunds County","South Dakota",146,492,732
"2274","46043","Douglas County","South Dakota",100,473.3,679.5
"2275","46041","Dewey County","South Dakota",125,514.1,442.6
"2276","46039","Deuel County","South Dakota",145,457.9,675
"2277","46049","Faulk County","South Dakota",87,443,746.3
"2278","46037","Day County","South Dakota",196,422,707.8
"2279","47125","Montgomery County","Tennessee",3360,452,355.5
"2280","47127","Moore County","Tennessee",183,399.8,582.1
"2281","47129","Morgan County","Tennessee",648,471.5,597.5
"2282","47131","Obion County","Tennessee",981,459,636.1
"2283","47135","Perry County","Tennessee",281,504.6,715.3
"2284","47137","Pickett County","Tennessee",167,414.7,659.6
"2285","47123","Monroe County","Tennessee",1448,462,637
"2286","47139","Polk County","Tennessee",570,491,682.9
"2287","47133","Overton County","Tennessee",778,509.7,706.4
"2288","47121","Meigs County","Tennessee",408,505.8,694.4
"2289","47105","Loudon County","Tennessee",1991,494.9,787.9
"2290","47107","McMinn County","Tennessee",1572,441.5,599.2
"2291","47119","Maury County","Tennessee",2543,496.1,594.4
"2292","47117","Marshall County","Tennessee",925,490.2,590.1
"2293","47115","Marion County","Tennessee",1004,519.4,709.2
"2294","47113","Madison County","Tennessee",2600,446.2,530.3
"2295","47111","Macon County","Tennessee",684,498.8,596.9
"2296","47103","Lincoln County","Tennessee",884,391.4,528.3
"2297","47101","Lewis County","Tennessee",392,481.1,657.4
"2298","47141","Putnam County","Tennessee",2077,473.7,555.9
"2299","47109","McNairy County","Tennessee",854,469.2,657.7
"2300","47143","Rhea County","Tennessee",1044,498,644.3
"2301","47175","Van Buren County","Tennessee",171,407.6,605
"2302","47147","Robertson County","Tennessee",1824,476.5,537.4
"2303","47189","Wilson County","Tennessee",3301,451.4,526.5
"2304","47185","White County","Tennessee",873,486.4,665.2
"2305","47183","Weakley County","Tennessee",920,441.8,540.9
"2306","47181","Wayne County","Tennessee",501,449.4,597.2
"2307","47179","Washington County","Tennessee",3617,461.2,574.9
"2308","47177","Warren County","Tennessee",1163,464.2,581.1
"2309","47099","Lawrence County","Tennessee",1225,452.8,578.8
"2310","47999","Unknown","Tennessee",22,NA,NA
"2311","47173","Union County","Tennessee",604,502,632.2
"2312","47171","Unicoi County","Tennessee",643,476.5,717.5
"2313","47169","Trousdale County","Tennessee",256,510.7,615.8
"2314","47167","Tipton County","Tennessee",1546,460.8,503.1
"2315","47165","Sumner County","Tennessee",4648,465.4,539.9
"2316","47163","Sullivan County","Tennessee",5242,465.7,670.5
"2317","47161","Stewart County","Tennessee",457,500.1,690.3
"2318","47159","Smith County","Tennessee",528,446.3,550.8
"2319","47157","Shelby County","Tennessee",22018,458.3,469.3
"2320","47155","Sevier County","Tennessee",3061,490,648.2
"2321","47153","Sequatchie County","Tennessee",497,510.1,682
"2322","47151","Scott County","Tennessee",666,511.3,606
"2323","47149","Rutherford County","Tennessee",5773,453,398.3
"2324","47145","Roane County","Tennessee",1840,459.2,693.9
"2325","47097","Lauderdale County","Tennessee",740,480.8,548.6
"2326","47187","Williamson County","Tennessee",4726,442.1,459.9
"2327","47093","Knox County","Tennessee",11939,465.4,532.9
"2328","47039","Decatur County","Tennessee",422,463,724
"2329","47041","DeKalb County","Tennessee",525,415.4,547.4
"2330","47037","Davidson County","Tennessee",14742,449.3,440.1
"2331","47035","Cumberland County","Tennessee",2290,448.5,793.2
"2332","47033","Crockett County","Tennessee",431,462.7,591.2
"2333","47031","Coffee County","Tennessee",1601,477.7,596.3
"2334","47029","Cocke County","Tennessee",1166,476.4,661.7
"2335","47027","Clay County","Tennessee",254,421.4,660.7
"2336","47025","Claiborne County","Tennessee",1126,530.6,712.8
"2337","47023","Chester County","Tennessee",456,451.2,533.9
"2338","47021","Cheatham County","Tennessee",1140,509,577.3
"2339","47019","Carter County","Tennessee",1660,419.1,586
"2340","47015","Cannon County","Tennessee",421,458.7,612.1
"2341","47013","Campbell County","Tennessee",1437,510.8,718.7
"2342","47011","Bradley County","Tennessee",2764,448.1,537.9
"2343","47009","Blount County","Tennessee",4060,483,644.8
"2344","47007","Bledsoe County","Tennessee",388,412.5,552.7
"2345","47005","Benton County","Tennessee",651,527.1,801.7
"2346","47003","Bedford County","Tennessee",1179,450.9,509.5
"2347","47001","Anderson County","Tennessee",2424,469,643.6
"2348","47095","Lake County","Tennessee",205,459,536.8
"2349","47043","Dickson County","Tennessee",1549,511,609.9
"2350","47045","Dyer County","Tennessee",1033,450.1,545.2
"2351","47017","Carroll County","Tennessee",1004,521.7,709.7
"2352","47049","Fentress County","Tennessee",617,491.8,689.8
"2353","47091","Johnson County","Tennessee",584,450.4,651.1
"2354","47047","Fayette County","Tennessee",1184,426.5,606.2
"2355","47089","Jefferson County","Tennessee",1654,468.7,629.2
"2356","47087","Jackson County","Tennessee",354,406.7,613.3
"2357","47085","Humphreys County","Tennessee",633,484.8,694
"2358","47083","Houston County","Tennessee",276,492.8,671.1
"2359","47079","Henry County","Tennessee",1171,480,726.2
"2360","47077","Henderson County","Tennessee",811,458.4,580.5
"2361","47075","Haywood County","Tennessee",520,458,575.3
"2362","47073","Hawkins County","Tennessee",1893,490.4,671.4
"2363","47081","Hickman County","Tennessee",680,447.8,558.1
"2364","47069","Hardeman County","Tennessee",816,495.6,627.6
"2365","47067","Hancock County","Tennessee",253,544.3,764.7
"2366","47065","Hamilton County","Tennessee",9935,458.1,565.4
"2367","47063","Hamblen County","Tennessee",1898,469.7,601.1
"2368","47061","Grundy County","Tennessee",457,489.4,681.8
"2369","47059","Greene County","Tennessee",2248,465.3,656.4
"2370","47057","Grainger County","Tennessee",791,501.2,692.3
"2371","47055","Giles County","Tennessee",887,443.9,613
"2372","47071","Hardin County","Tennessee",876,462.5,678.1
"2373","47053","Gibson County","Tennessee",1453,459.5,589.2
"2374","47051","Franklin County","Tennessee",1347,487.1,653.9
"2375","48345","Motley County","Texas",38,359.9,648.9
"2376","48343","Morris County","Texas",373,407.8,593.1
"2377","48341","Moore County","Texas",354,371.1,320.6
"2378","48339","Montgomery County","Texas",10496,396.1,405.3
"2379","48337","Montague County","Texas",620,451.9,639.4
"2380","48329","Midland County","Texas",2914,401.5,372.8
"2381","48333","Mills County","Texas",146,366.6,599.8
"2382","48331","Milam County","Texas",792,477.2,652.1
"2383","48327","Menard County","Texas",67,344.3,626.5
"2384","48347","Nacogdoches County","Texas",1297,388.8,396.3
"2385","48325","Medina County","Texas",1030,362,430.1
"2386","48335","Mitchell County","Texas",206,428,460.6
"2387","48349","Navarro County","Texas",1270,430.6,527.8
"2388","48371","Pecos County","Texas",286,347.5,362.2
"2389","48353","Nolan County","Texas",430,452.4,572.8
"2390","48355","Nueces County","Texas",7302,385.2,410.4
"2391","48357","Ochiltree County","Texas",176,369.8,332.5
"2392","48359","Oldham County","Texas",36,328.4,348.1
"2393","48361","Orange County","Texas",2217,448.1,531.2
"2394","48363","Palo Pinto County","Texas",782,423.3,559.2
"2395","48365","Panola County","Texas",608,398.4,512.6
"2396","48367","Parker County","Texas",3277,454.9,532.1
"2397","48369","Parmer County","Texas",174,345.6,350.3
"2398","48373","Polk County","Texas",1868,576.4,807.9
"2399","48375","Potter County","Texas",2719,460.9,446.9
"2400","48377","Presidio County","Texas",102,207.6,280.1
"2401","48311","McMullen County","Texas",19,305.7,483.6
"2402","48351","Newton County","Texas",400,421.1,560.1
"2403","48309","McLennan County","Texas",5343,417.6,439.2
"2404","48273","Kleberg County","Texas",659,442.1,415.2
"2405","48323","Maverick County","Texas",912,357.2,320.2
"2406","48259","Kendall County","Texas",962,374.2,498.2
"2407","48261","Kenedy County","Texas",NA,NA,NA
"2408","48263","Kent County","Texas",27,395.8,700.6
"2409","48265","Kerr County","Texas",1656,388.4,657.7
"2410","48267","Kimble County","Texas",127,339.4,570.1
"2411","48269","King County","Texas",NA,NA,NA
"2412","48271","Kinney County","Texas",72,256.9,398.9
"2413","48379","Rains County","Texas",389,442.1,702.2
"2414","48275","Knox County","Texas",115,440,612.2
"2415","48283","La Salle County","Texas",104,285.2,278.6
"2416","48277","Lamar County","Texas",1585,489.8,641.4
"2417","48279","Lamb County","Texas",307,382.8,454.9
"2418","48281","Lampasas County","Texas",673,510.4,663.8
"2419","48285","Lavaca County","Texas",625,423.9,632.9
"2420","48287","Lee County","Texas",472,434.4,564.8
"2421","48289","Leon County","Texas",542,422.4,642.7
"2422","48291","Liberty County","Texas",1723,409.4,439.4
"2423","48293","Limestone County","Texas",670,437.8,570.1
"2424","48295","Lipscomb County","Texas",56,280.5,319.3
"2425","48297","Live Oak County","Texas",313,373,524.4
"2426","48299","Llano County","Texas",770,376.9,777.6
"2427","48301","Loving County","Texas",NA,NA,NA
"2428","48303","Lubbock County","Texas",5785,414.5,393.3
"2429","48305","Lynn County","Texas",118,332.3,408.8
"2430","48313","Madison County","Texas",318,418.4,458.2
"2431","48315","Marion County","Texas",375,440.6,735.1
"2432","48317","Martin County","Texas",83,323,306.4
"2433","48319","Mason County","Texas",99,281.4,484.7
"2434","48321","Matagorda County","Texas",966,429.8,526.7
"2435","48307","McCulloch County","Texas",281,461.6,685.2
"2436","48381","Randall County","Texas",2977,427,462.8
"2437","48429","Stephens County","Texas",268,421.7,569.1
"2438","48385","Real County","Texas",107,328.7,640.2
"2439","48455","Trinity County","Texas",585,500,811.3
"2440","48457","Tyler County","Texas",547,346.4,510.1
"2441","48999","Unknown","Texas",91,NA,NA
"2442","48459","Upshur County","Texas",1183,454.7,588.1
"2443","48461","Upton County","Texas",60,294.1,343.4
"2444","48463","Uvalde County","Texas",574,377.6,426.3
"2445","48465","Val Verde County","Texas",944,379.1,385.9
"2446","48467","Van Zandt County","Texas",1696,462,639.9
"2447","48469","Victoria County","Texas",2260,444.7,497.2
"2448","48471","Walker County","Texas",1600,454.1,456.6
"2449","48473","Waller County","Texas",839,377.1,356.6
"2450","48475","Ward County","Texas",241,394.4,424
"2451","48477","Washington County","Texas",936,385,543.5
"2452","48453","Travis County","Texas",18515,387.6,321.8
"2453","48479","Webb County","Texas",3297,325.9,247.3
"2454","48483","Wheeler County","Texas",181,510.1,641.2
"2455","48485","Wichita County","Texas",3162,446.7,480.2
"2456","48487","Wilbarger County","Texas",383,475.4,585.9
"2457","48489","Willacy County","Texas",412,377.5,375.2
"2458","48491","Williamson County","Texas",9417,412.3,384.4
"2459","48493","Wilson County","Texas",1017,368.9,440.1
"2460","48507","Zavala County","Texas",197,329.7,323.9
"2461","48497","Wise County","Texas",1481,416,477
"2462","48499","Wood County","Texas",1547,427.9,720.5
"2463","48501","Yoakum County","Texas",141,368,336.7
"2464","48503","Young County","Texas",517,417.4,567.3
"2465","48505","Zapata County","Texas",191,295.9,265.2
"2466","48257","Kaufman County","Texas",2617,469.9,469.1
"2467","48481","Wharton County","Texas",1061,427.9,514.4
"2468","48451","Tom Green County","Texas",2732,425.6,471.2
"2469","48449","Titus County","Texas",659,390.6,404.2
"2470","48447","Throckmorton County","Texas",53,360,667.9
"2471","48387","Red River County","Texas",415,417.7,666.5
"2472","48389","Reeves County","Texas",254,355.1,349.7
"2473","48391","Refugio County","Texas",228,447.2,624.8
"2474","48393","Roberts County","Texas",NA,NA,NA
"2475","48395","Robertson County","Texas",403,360,486.3
"2476","48397","Rockwall County","Texas",1766,409,403.2
"2477","48399","Runnels County","Texas",307,421.3,597.4
"2478","48401","Rusk County","Texas",1387,435.6,521.3
"2479","48403","Sabine County","Texas",436,461.2,835.2
"2480","48405","San Augustine County","Texas",294,414.9,691
"2481","48407","San Jacinto County","Texas",798,409,587.4
"2482","48409","San Patricio County","Texas",1522,419.3,457.9
"2483","48411","San Saba County","Texas",131,302.4,447.7
"2484","48413","Schleicher County","Texas",67,352.9,422.3
"2485","48415","Scurry County","Texas",411,424.6,473.6
"2486","48417","Shackelford County","Texas",70,294,417.2
"2487","48419","Shelby County","Texas",619,393.7,479.9
"2488","48421","Sherman County","Texas",51,298.5,333.1
"2489","48423","Smith County","Texas",5595,437.9,509.4
"2490","48425","Somervell County","Texas",223,396.2,519.2
"2491","48427","Starr County","Texas",1268,463.2,403.2
"2492","48431","Sterling County","Texas",20,258.9,311
"2493","48433","Stonewall County","Texas",45,359,637.6
"2494","48435","Sutton County","Texas",102,434.1,520
"2495","48437","Swisher County","Texas",171,363.9,449.6
"2496","48439","Tarrant County","Texas",39210,437.5,402.3
"2497","48441","Taylor County","Texas",3101,436.4,459.6
"2498","48443","Terrell County","Texas",28,417.4,636.2
"2499","48445","Terry County","Texas",273,380.6,428.8
"2500","48383","Reagan County","Texas",65,388.3,352.5
"2501","48255","Karnes County","Texas",305,367.8,407.1
"2502","48495","Winkler County","Texas",151,416.5,390.4
"2503","48251","Johnson County","Texas",3947,465.1,501.6
"2504","48065","Carson County","Texas",134,337.6,443.5
"2505","48067","Cass County","Texas",972,454,645.4
"2506","48069","Castro County","Texas",172,388.9,431.8
"2507","48071","Chambers County","Texas",822,441,429.3
"2508","48073","Cherokee County","Texas",1461,471.8,568.5
"2509","48075","Childress County","Texas",149,382.5,421.5
"2510","48077","Clay County","Texas",327,440.2,629.5
"2511","48079","Cochran County","Texas",60,341.9,404.6
"2512","48081","Coke County","Texas",119,422.3,739.9
"2513","48083","Coleman County","Texas",283,418.2,668.3
"2514","48085","Collin County","Texas",16159,405.2,364.1
"2515","48087","Collingsworth County","Texas",71,385.2,468.3
"2516","48089","Colorado County","Texas",645,423.1,620
"2517","48063","Camp County","Texas",370,461.2,587.7
"2518","48091","Comal County","Texas",3087,388.1,498.5
"2519","48095","Concho County","Texas",80,326.9,387.8
"2520","48097","Cooke County","Texas",1032,414.9,531.7
"2521","48099","Coryell County","Texas",1438,473.4,375.8
"2522","48101","Cottle County","Texas",44,353.6,611.5
"2523","48103","Crane County","Texas",86,380.4,358.8
"2524","48105","Crockett County","Texas",69,314.5,370.3
"2525","48107","Crosby County","Texas",149,419.5,503.3
"2526","48109","Culberson County","Texas",33,218.1,290.2
"2527","48111","Dallam County","Texas",134,435,373.5
"2528","48113","Dallas County","Texas",47271,419.7,375.2
"2529","48115","Dawson County","Texas",325,459.3,490.5
"2530","48123","DeWitt County","Texas",626,448.1,610.7
"2531","48117","Deaf Smith County","Texas",373,413.6,391.7
"2532","48093","Comanche County","Texas",396,389,585.8
"2533","48119","Delta County","Texas",182,475.4,705.4
"2534","48061","Cameron County","Texas",7561,378.3,361.3
"2535","48057","Calhoun County","Texas",571,437.4,524.2
"2536","48253","Jones County","Texas",451,392.9,452.2
"2537","48001","Anderson County","Texas",1458,444.9,504.4
"2538","48003","Andrews County","Texas",296,392.6,343.1
"2539","48005","Angelina County","Texas",2336,466.5,533.1
"2540","48007","Aransas County","Texas",910,438.5,745.6
"2541","48009","Archer County","Texas",244,385.3,555
"2542","48011","Armstrong County","Texas",54,404.6,564.3
"2543","48013","Atascosa County","Texas",950,363.6,398.9
"2544","48015","Austin County","Texas",753,391.2,518.6
"2545","48017","Bailey County","Texas",148,396.3,416.6
"2546","48019","Bandera County","Texas",651,372.1,621
"2547","48021","Bastrop County","Texas",1885,424.4,481.4
"2548","48023","Baylor County","Texas",132,440.4,732.5
"2549","48059","Callahan County","Texas",407,416.7,600
"2550","48025","Bee County","Texas",573,369.2,350.3
"2551","48031","Blanco County","Texas",318,382.4,584.2
"2552","48033","Borden County","Texas",NA,NA,NA
"2553","48035","Bosque County","Texas",570,400.8,636.3
"2554","48037","Bowie County","Texas",2280,412.9,487.9
"2555","48039","Brazoria County","Texas",6734,413.1,398
"2556","48041","Brazos County","Texas",2820,376.6,268.9
"2557","48043","Brewster County","Texas",210,326.1,456.3
"2558","48045","Briscoe County","Texas",49,389.9,638
"2559","48047","Brooks County","Texas",173,384,477.7
"2560","48049","Brown County","Texas",1060,419.1,561.9
"2561","48051","Burleson County","Texas",521,411.5,596.3
"2562","48053","Burnet County","Texas",1323,408.7,596.9
"2563","48055","Caldwell County","Texas",829,388.9,416.4
"2564","48027","Bell County","Texas",6733,480.8,405.7
"2565","48121","Denton County","Texas",12883,405.5,341
"2566","48029","Bexar County","Texas",34229,388.1,368.5
"2567","48127","Dimmit County","Texas",214,373.2,395.1
"2568","48195","Hansford County","Texas",119,376.4,429.1
"2569","48197","Hardeman County","Texas",103,368.5,513.7
"2570","48199","Hardin County","Texas",1437,434.8,517
"2571","48201","Harris County","Texas",77228,400.1,347.3
"2572","48125","Dickens County","Texas",50,292.1,445.1
"2573","48205","Hartley County","Texas",106,327.8,359.4
"2574","48207","Haskell County","Texas",179,422.5,613.6
"2575","48209","Hays County","Texas",3105,387.2,334.5
"2576","48211","Hemphill County","Texas",87,390.8,417.9
"2577","48213","Henderson County","Texas",2766,483.5,697.9
"2578","48215","Hidalgo County","Texas",11534,333.2,278.3
"2579","48217","Hill County","Texas",1065,437.7,609.4
"2580","48219","Hockley County","Texas",479,379.2,411.7
"2581","48193","Hamilton County","Texas",292,439.1,713.6
"2582","48249","Jim Wells County","Texas",836,374.5,403.2
"2583","48223","Hopkins County","Texas",1016,462.1,569.3
"2584","48225","Houston County","Texas",818,490.5,714.8
"2585","48227","Howard County","Texas",757,391.1,416.2
"2586","48229","Hudspeth County","Texas",51,251.9,292.2
"2587","48231","Hunt County","Texas",2437,462.9,547.9
"2588","48233","Hutchinson County","Texas",599,457.9,548.8
"2589","48235","Irion County","Texas",43,397.7,546.3
"2590","48237","Jack County","Texas",193,356,435
"2591","48239","Jackson County","Texas",433,482.7,591.2
"2592","48241","Jasper County","Texas",1114,481.8,627.6
"2593","48243","Jeff Davis County","Texas",56,237.1,500.2
"2594","48245","Jefferson County","Texas",5603,399.9,441.9
"2595","48247","Jim Hogg County","Texas",91,301.2,344.9
"2596","48221","Hood County","Texas",1842,424.4,679.8
"2597","48191","Hall County","Texas",111,486.8,706.8
"2598","48203","Harrison County","Texas",1659,421.8,498.8
"2599","48187","Guadalupe County","Texas",3231,421.7,440
"2600","48129","Donley County","Texas",107,432.7,611.4
"2601","48131","Duval County","Texas",256,369.4,445.3
"2602","48133","Eastland County","Texas",556,413.1,608.1
"2603","48135","Ector County","Texas",2686,409.3,350.6
"2604","48137","Edwards County","Texas",48,322.5,499.2
"2605","48141","El Paso County","Texas",15220,393.6,365.4
"2606","48139","Ellis County","Texas",3504,435.8,437.7
"2607","48189","Hale County","Texas",656,377.7,375.4
"2608","48145","Falls County","Texas",493,446.9,569.5
"2609","48147","Fannin County","Texas",1054,467.3,627.1
"2610","48149","Fayette County","Texas",769,389.6,619.2
"2611","48151","Fisher County","Texas",112,369.3,579.1
"2612","48153","Floyd County","Texas",160,402.7,528.8
"2613","48155","Foard County","Texas",42,404.9,665.1
"2614","48143","Erath County","Texas",823,395.8,406.4
"2615","48159","Franklin County","Texas",300,405.7,565.3
"2616","48157","Fort Bend County","Texas",11499,370.4,336.5
"2617","48185","Grimes County","Texas",643,373.6,475
"2618","48183","Gregg County","Texas",3327,486.6,539.5
"2619","48181","Grayson County","Texas",3770,479.5,606.8
"2620","48177","Gonzales County","Texas",453,371.9,444.9
"2621","48175","Goliad County","Texas",232,416.8,621.7
"2622","48179","Gray County","Texas",605,440.7,524.7
"2623","48171","Gillespie County","Texas",850,378.5,663
"2624","48169","Garza County","Texas",123,404,384.3
"2625","48167","Galveston County","Texas",6885,400.7,438
"2626","48165","Gaines County","Texas",258,343.8,265.7
"2627","48163","Frio County","Texas",298,341.6,317.5
"2628","48161","Freestone County","Texas",581,439.3,592.4
"2629","48173","Glasscock County","Texas",16,212.6,243.4
"2630","49043","Summit County","Utah",809,421.3,413.9
"2631","49035","Salt Lake County","Utah",19547,411.5,357.9
"2632","49037","San Juan County","Utah",200,276.1,264.4
"2633","49039","Sanpete County","Utah",438,315.3,307.6
"2634","49041","Sevier County","Utah",447,376.1,429.2
"2635","49045","Tooele County","Utah",1129,463.1,365.2
"2636","49057","Weber County","Utah",4411,393.1,366
"2637","49999","Unknown","Utah",NA,NA,NA
"2638","49049","Utah County","Utah",7026,385.7,249.5
"2639","49051","Wasatch County","Utah",521,433.9,372.5
"2640","49053","Washington County","Utah",3880,403.2,512.9
"2641","49055","Wayne County","Utah",54,301.3,400.3
"2642","49047","Uintah County","Utah",587,392.8,323.9
"2643","49031","Piute County","Utah",50,452.4,675.1
"2644","49033","Rich County","Utah",34,235.3,298.3
"2645","49027","Millard County","Utah",281,389.5,447.1
"2646","49029","Morgan County","Utah",204,424.9,384.9
"2647","49001","Beaver County","Utah",159,462.9,493.9
"2648","49003","Box Elder County","Utah",956,385.4,371.9
"2649","49005","Cache County","Utah",1609,370.9,271.4
"2650","49009","Daggett County","Utah",39,464.8,703.6
"2651","49011","Davis County","Utah",5525,411.4,336.2
"2652","49007","Carbon County","Utah",506,421.3,488.9
"2653","49015","Emery County","Utah",243,417.1,459.3
"2654","49017","Garfield County","Utah",123,349.8,490.3
"2655","49019","Grand County","Utah",236,397.5,497.9
"2656","49021","Iron County","Utah",935,442.2,392.6
"2657","49023","Juab County","Utah",168,347.2,319.9
"2658","49025","Kane County","Utah",206,377.1,574.8
"2659","49013","Duchesne County","Utah",410,464.5,408.9
"2660","51139","Page County","Virginia",764,456.1,644.3
"2661","51133","Northumberland County","Virginia",617,468.1,1004.6
"2662","51720","Norton City","Virginia",103,410.1,504.6
"2663","51135","Nottoway County","Virginia",529,503.1,678.2
"2664","51137","Orange County","Virginia",1019,418.9,583.8
"2665","51105","Lee County","Virginia",441,262.3,356.2
"2666","51147","Prince Edward County","Virginia",616,493.3,535.8
"2667","51143","Pittsylvania County","Virginia",1787,390.1,573.7
"2668","51735","Poquoson City","Virginia",375,462.6,623.3
"2669","51740","Portsmouth City","Virginia",2532,477.2,528
"2670","51145","Powhatan County","Virginia",757,411.5,535.4
"2671","51131","Northampton County","Virginia",512,514.2,848.2
"2672","51730","Petersburg City","Virginia",1107,544.7,690
"2673","51710","Norfolk City","Virginia",5120,469.9,416.2
"2674","51115","Mathews County","Virginia",363,457.3,819.8
"2675","51127","New Kent County","Virginia",615,491.1,614.5
"2676","51678","Lexington City","Virginia",160,456.8,451.1
"2677","51107","Loudoun County","Virginia",5626,369,310.3
"2678","51109","Louisa County","Virginia",1134,488.1,660.4
